year,tree.id,species,bb.doy,l75.doy,fbb.doy,fopn.doy
1999,POTR-02,POTR,119,131,95,95
2000,POTR-02,POTR,124,143,87,87
2001,POTR-02,POTR,115,128,105,105
2002,POTR-02,POTR,108,NA,104,106
2003,POTR-02,POTR,123,NA,102,107
2004,POTR-02,POTR,120,NA,NA,NA
2005,POTR-02,POTR,115,NA,NA,NA
2006,POTR-02,POTR,116,NA,NA,NA
2007,POTR-02,POTR,129,NA,NA,NA
2008,POTR-02,POTR,116,NA,NA,NA
2009,POTR-02,POTR,116,NA,NA,NA
2010,POTR-02,POTR,100,NA,NA,NA
2011,POTR-02,POTR,121,NA,NA,NA
2012,POTR-02,POTR,112,NA,NA,NA
2013,POTR-02,POTR,121,NA,NA,NA
2014,POTR-02,POTR,130,NA,NA,NA
2015,POTR-02,POTR,125,NA,NA,NA
2016,POTR-02,POTR,128,NA,NA,NA
2017,POTR-02,POTR,118,NA,NA,NA
2018,POTR-02,POTR,126,NA,NA,NA
2019,POTR-02,POTR,126,NA,NA,NA
2020,POTR-02,POTR,137,NA,NA,NA
2021,POTR-02,POTR,126,NA,NA,NA
1991,POTR-03,POTR,110,129,109,109
1992,POTR-03,POTR,127,142,92,92
1993,POTR-03,POTR,117,131,85,92
1993,POTR-04,POTR,105,131,NA,NA
1994,POTR-04,POTR,122,138,90,99
1995,POTR-04,POTR,126,140,NA,NA
1996,POTR-04,POTR,125,143,90,90
1997,POTR-04,POTR,122,141,96,102
1998,POTR-04,POTR,106,127,86,89
1999,POTR-04,POTR,119,133,89,90
2000,POTR-04,POTR,127,139,87,87
2001,POTR-04,POTR,121,135,105,105
2002,POTR-04,POTR,108,NA,108,NA
2003,POTR-04,POTR,120,NA,102,103
2004,POTR-04,POTR,116,NA,NA,NA
2005,POTR-04,POTR,111,NA,NA,NA
2006,POTR-04,POTR,109,NA,NA,NA
2007,POTR-04,POTR,123,NA,NA,NA
2008,POTR-04,POTR,111,NA,NA,NA
2009,POTR-04,POTR,115,NA,NA,NA
2010,POTR-04,POTR,99,NA,NA,NA
2011,POTR-04,POTR,NA,NA,NA,NA
2011,POTR-05,POTR,130,NA,NA,NA
2012,POTR-05,POTR,114,NA,NA,NA
2013,POTR-05,POTR,126,NA,NA,NA
2014,POTR-05,POTR,136,NA,NA,NA
2015,POTR-05,POTR,127,NA,NA,NA
2016,POTR-05,POTR,133,NA,NA,NA
2017,POTR-05,POTR,121,NA,NA,NA
2018,POTR-05,POTR,126,NA,NA,NA
2019,POTR-05,POTR,131,NA,NA,NA
2020,POTR-05,POTR,137,NA,NA,NA
2021,POTR-05,POTR,136,NA,NA,NA
1990,PRSE-01,PRSE,116,147,NA,NA
1991,PRSE-01,PRSE,97,133,NA,NA
1992,PRSE-01,PRSE,113,147,NA,NA
1993,PRSE-01,PRSE,109,135,NA,NA
1994,PRSE-01,PRSE,109,140,NA,NA
1995,PRSE-01,PRSE,114,145,NA,NA
1996,PRSE-01,PRSE,111,141,NA,NA
1997,PRSE-01,PRSE,113,151,NA,NA
1998,PRSE-01,PRSE,106,130,NA,NA
1999,PRSE-01,PRSE,107,141,NA,NA
2000,PRSE-01,PRSE,104,144,NA,NA
2001,PRSE-01,PRSE,117,137,NA,NA
2002,PRSE-01,PRSE,104,NA,NA,NA
2003,PRSE-01,PRSE,109,NA,NA,NA
2004,PRSE-01,PRSE,111,NA,NA,NA
2005,PRSE-01,PRSE,107,NA,NA,NA
2006,PRSE-01,PRSE,104,NA,NA,NA
2007,PRSE-01,PRSE,112,NA,NA,NA
2008,PRSE-01,PRSE,111,NA,NA,NA
2009,PRSE-01,PRSE,114,NA,NA,NA
2010,PRSE-01,PRSE,95,NA,NA,NA
2011,PRSE-01,PRSE,118,NA,NA,NA
2012,PRSE-01,PRSE,87,NA,NA,NA
2013,PRSE-01,PRSE,115,NA,NA,NA
2014,PRSE-01,PRSE,116,NA,NA,NA
2015,PRSE-01,PRSE,119,NA,NA,NA
2016,PRSE-01,PRSE,107,NA,NA,NA
2017,PRSE-01,PRSE,106,NA,NA,NA
2018,PRSE-01,PRSE,120,NA,NA,NA
2019,PRSE-01,PRSE,110,NA,NA,NA
2020,PRSE-01,PRSE,116,NA,NA,NA
2021,PRSE-01,PRSE,101,NA,NA,NA
1990,PRSE-02,PRSE,111,145,NA,NA
1991,PRSE-02,PRSE,97,125,NA,NA
1992,PRSE-02,PRSE,120,170,NA,NA
1993,PRSE-02,PRSE,109,142,NA,NA
1994,PRSE-02,PRSE,115,143,NA,NA
1995,PRSE-02,PRSE,114,144,NA,NA
1996,PRSE-02,PRSE,112,147,NA,NA
1997,PRSE-02,PRSE,115,151,NA,NA
1998,PRSE-02,PRSE,106,131,NA,NA
1999,PRSE-02,PRSE,110,137,NA,NA
2000,PRSE-02,PRSE,108,145,NA,NA
2001,PRSE-02,PRSE,120,134,NA,NA
2002,PRSE-02,PRSE,104,NA,NA,NA
2003,PRSE-02,PRSE,119,NA,NA,NA
2004,PRSE-02,PRSE,112,NA,NA,NA
2005,PRSE-02,PRSE,110,NA,NA,NA
2006,PRSE-02,PRSE,109,NA,NA,NA
2007,PRSE-02,PRSE,117,NA,NA,NA
2008,PRSE-02,PRSE,111,NA,NA,NA
2009,PRSE-02,PRSE,115,NA,NA,NA
2010,PRSE-02,PRSE,97,NA,NA,NA
2011,PRSE-02,PRSE,118,NA,NA,NA
2012,PRSE-02,PRSE,95,NA,NA,NA
2013,PRSE-02,PRSE,117,NA,NA,NA
2014,PRSE-02,PRSE,122,NA,NA,NA
2015,PRSE-02,PRSE,120,NA,NA,NA
2016,PRSE-02,PRSE,112,NA,NA,NA
2017,PRSE-02,PRSE,108,NA,NA,NA
2018,PRSE-02,PRSE,120,NA,NA,NA
2019,PRSE-02,PRSE,111,NA,NA,NA
2020,PRSE-02,PRSE,123,NA,NA,NA
2021,PRSE-02,PRSE,108,NA,NA,NA
1990,PRSE-03,PRSE,116,145,147,153
1991,PRSE-03,PRSE,97,137,97,150
1992,PRSE-03,PRSE,113,151,152,155
1993,PRSE-03,PRSE,109,142,146,147
1994,PRSE-03,PRSE,109,144,149,150
1995,PRSE-03,PRSE,114,146,149,152
1996,PRSE-03,PRSE,111,147,146,146
1997,PRSE-03,PRSE,113,151,157,158
1998,PRSE-03,PRSE,106,132,100,138
1999,PRSE-03,PRSE,109,139,144,150
2000,PRSE-03,PRSE,106,144,145,149
2001,PRSE-03,PRSE,116,NA,NA,NA
2001,PRSE-04,PRSE,125,135,139,141
2002,PRSE-04,PRSE,108,NA,NA,NA
2003,PRSE-04,PRSE,118,NA,NA,NA
2004,PRSE-04,PRSE,112,NA,NA,NA
2005,PRSE-04,PRSE,109,NA,NA,NA
2006,PRSE-04,PRSE,109,NA,NA,NA
2007,PRSE-04,PRSE,118,NA,NA,NA
2008,PRSE-04,PRSE,111,NA,NA,NA
2009,PRSE-04,PRSE,116,NA,NA,NA
2010,PRSE-04,PRSE,98,NA,NA,NA
2011,PRSE-04,PRSE,119,NA,NA,NA
2012,PRSE-04,PRSE,104,NA,NA,NA
2013,PRSE-04,PRSE,119,NA,NA,NA
2014,PRSE-04,PRSE,123,NA,NA,NA
2015,PRSE-04,PRSE,123,NA,NA,NA
2016,PRSE-04,PRSE,121,NA,NA,NA
2017,PRSE-04,PRSE,114,NA,NA,NA
2018,PRSE-04,PRSE,124,NA,NA,NA
2019,PRSE-04,PRSE,115,NA,NA,NA
2020,PRSE-04,PRSE,123,NA,NA,NA
2021,PRSE-04,PRSE,113,NA,NA,NA
1990,QUAL-01,QUAL,131,160,NA,NA
1991,QUAL-01,QUAL,119,146,NA,NA
1992,QUAL-01,QUAL,138,155,NA,NA
1993,QUAL-01,QUAL,124,142,NA,NA
1994,QUAL-01,QUAL,138,155,NA,NA
1995,QUAL-01,QUAL,133,153,NA,NA
1996,QUAL-01,QUAL,135,153,NA,NA
1997,QUAL-01,QUAL,148,164,NA,NA
1990,QUAL-02,QUAL,140,160,NA,NA
1991,QUAL-02,QUAL,135,150,NA,NA
1992,QUAL-02,QUAL,141,170,NA,NA
1993,QUAL-02,QUAL,130,151,NA,NA
1994,QUAL-02,QUAL,136,157,NA,NA
1995,QUAL-02,QUAL,139,155,NA,NA
1996,QUAL-02,QUAL,144,157,NA,NA
1997,QUAL-02,QUAL,146,161,NA,NA
1998,QUAL-02,QUAL,128,147,NA,NA
1999,QUAL-02,QUAL,136,152,NA,NA
2000,QUAL-02,QUAL,133,157,NA,NA
2001,QUAL-02,QUAL,124,167,NA,NA
2002,QUAL-02,QUAL,137,154,NA,NA
2003,QUAL-02,QUAL,140,161,NA,NA
2004,QUAL-02,QUAL,131,150,NA,NA
2005,QUAL-02,QUAL,152,166,NA,NA
2006,QUAL-02,QUAL,140,160,NA,NA
2007,QUAL-02,QUAL,132,153,NA,NA
2008,QUAL-02,QUAL,134,155,NA,NA
2009,QUAL-02,QUAL,127,148,NA,NA
2010,QUAL-02,QUAL,122,145,NA,NA
2011,QUAL-02,QUAL,132,150,NA,NA
2012,QUAL-02,QUAL,135,149,NA,NA
2013,QUAL-02,QUAL,129,152,NA,NA
2014,QUAL-02,QUAL,138,158,NA,NA
2015,QUAL-02,QUAL,129,157,NA,NA
2016,QUAL-02,QUAL,140,156,NA,NA
2017,QUAL-02,QUAL,135,153,NA,NA
2018,QUAL-02,QUAL,131,152,NA,NA
2019,QUAL-02,QUAL,139,157,NA,NA
2020,QUAL-02,QUAL,145,160,NA,NA
2021,QUAL-02,QUAL,137,155,NA,NA
1990,QUAL-03,QUAL,138,158,NA,NA
1991,QUAL-03,QUAL,130,140,NA,NA
1992,QUAL-03,QUAL,141,157,NA,NA
1993,QUAL-03,QUAL,128,151,NA,NA
1994,QUAL-03,QUAL,141,157,NA,NA
1995,QUAL-03,QUAL,132,161,NA,NA
1996,QUAL-03,QUAL,141,155,NA,NA
1997,QUAL-03,QUAL,144,159,NA,NA
1998,QUAL-03,QUAL,127,141,NA,NA
1999,QUAL-03,QUAL,132,151,NA,NA
2000,QUAL-03,QUAL,131,157,NA,NA
2001,QUAL-03,QUAL,124,141,NA,NA
2002,QUAL-03,QUAL,132,151,NA,NA
2003,QUAL-03,QUAL,144,161,NA,NA
2004,QUAL-03,QUAL,133,144,NA,NA
2005,QUAL-03,QUAL,137,159,NA,NA
2006,QUAL-03,QUAL,139,155,NA,NA
2007,QUAL-03,QUAL,132,148,NA,NA
2008,QUAL-03,QUAL,132,154,NA,NA
2009,QUAL-03,QUAL,127,147,NA,NA
2010,QUAL-03,QUAL,122,144,NA,NA
2011,QUAL-03,QUAL,133,151,NA,NA
2012,QUAL-03,QUAL,130,148,NA,NA
2013,QUAL-03,QUAL,128,153,NA,NA
2014,QUAL-03,QUAL,138,158,NA,NA
2015,QUAL-03,QUAL,129,148,NA,NA
2016,QUAL-03,QUAL,139,156,NA,NA
2017,QUAL-03,QUAL,136,154,NA,NA
2018,QUAL-03,QUAL,132,150,NA,NA
2019,QUAL-03,QUAL,138,154,NA,NA
2020,QUAL-03,QUAL,143,159,NA,NA
2021,QUAL-03,QUAL,136,154,NA,NA
1998,QUAL-04,QUAL,124,142,NA,NA
1999,QUAL-04,QUAL,131,152,NA,NA
2000,QUAL-04,QUAL,132,156,NA,NA
2001,QUAL-04,QUAL,125,149,NA,NA
2002,QUAL-04,QUAL,126,156,NA,NA
2003,QUAL-04,QUAL,142,162,NA,NA
2004,QUAL-04,QUAL,136,155,NA,NA
2005,QUAL-04,QUAL,NA,NA,NA,NA
2005,QUAL-05,QUAL,136,160,NA,NA
2006,QUAL-05,QUAL,130,156,NA,NA
2007,QUAL-05,QUAL,132,149,NA,NA
2008,QUAL-05,QUAL,134,155,NA,NA
2009,QUAL-05,QUAL,123,145,NA,NA
2010,QUAL-05,QUAL,122,144,NA,NA
2011,QUAL-05,QUAL,137,150,NA,NA
2012,QUAL-05,QUAL,124,145,NA,NA
2013,QUAL-05,QUAL,128,151,NA,NA
2014,QUAL-05,QUAL,137,158,NA,NA
2015,QUAL-05,QUAL,133,157,NA,NA
2016,QUAL-05,QUAL,137,157,NA,NA
2017,QUAL-05,QUAL,133,156,NA,NA
2018,QUAL-05,QUAL,130,156,NA,NA
2019,QUAL-05,QUAL,137,157,NA,NA
2020,QUAL-05,QUAL,143,159,NA,NA
2021,QUAL-05,QUAL,136,155,NA,NA
1990,QURU-01,QURU,127,144,129,NA
1991,QURU-01,QURU,125,140,128,130
1992,QURU-01,QURU,138,166,144,145
1993,QURU-01,QURU,123,156,142,142
1994,QURU-01,QURU,135,153,141,141
1995,QURU-01,QURU,134,150,149,149
1996,QURU-01,QURU,131,152,136,NA
1997,QURU-01,QURU,135,155,138,150
1998,QURU-01,QURU,122,142,122,122
1999,QURU-01,QURU,126,146,125,138
2000,QURU-01,QURU,128,157,130,131
2001,QURU-01,QURU,122,146,124,127
2002,QURU-01,QURU,117,151,128,125
2003,QURU-01,QURU,135,159,132,138
2004,QURU-01,QURU,124,149,128,128
2005,QURU-01,QURU,124,156,128,128
2006,QURU-01,QURU,127,154,130,130
2007,QURU-01,QURU,130,149,130,130
2008,QURU-01,QURU,120,153,120,123
2009,QURU-01,QURU,120,148,119,119
2010,QURU-01,QURU,113,140,106,113
2011,QURU-01,QURU,128,151,124,131
2012,QURU-01,QURU,118,145,118,121
2013,QURU-01,QURU,125,152,124,125
2014,QURU-01,QURU,133,155,130,135
2015,QURU-01,QURU,129,151,129,130
2016,QURU-01,QURU,133,151,128,133
2017,QURU-01,QURU,123,152,122,124
2018,QURU-01,QURU,127,149,126,135
2019,QURU-01,QURU,128,157,128,130
2020,QURU-01,QURU,137,158,137,137
2021,QURU-01,QURU,132,153,NA,NA
1990,QURU-02,QURU,133,159,NA,NA
1991,QURU-02,QURU,130,146,NA,NA
1992,QURU-02,QURU,138,157,NA,NA
1993,QURU-02,QURU,128,109,NA,NA
1994,QURU-02,QURU,136,156,145,145
1995,QURU-02,QURU,135,150,NA,NA
1996,QURU-02,QURU,141,152,NA,NA
1997,QURU-02,QURU,139,158,NA,NA
1998,QURU-02,QURU,126,143,NA,NA
1999,QURU-02,QURU,129,150,NA,NA
2000,QURU-02,QURU,130,157,NA,NA
2001,QURU-02,QURU,124,145,NA,NA
2002,QURU-02,QURU,128,153,NA,NA
2003,QURU-02,QURU,140,160,138,138
2004,QURU-02,QURU,129,148,NA,NA
2005,QURU-02,QURU,133,160,NA,NA
2006,QURU-02,QURU,133,154,NA,NA
2007,QURU-02,QURU,130,149,NA,NA
2008,QURU-02,QURU,130,154,NA,NA
2009,QURU-02,QURU,122,148,NA,NA
2010,QURU-02,QURU,120,144,NA,NA
2011,QURU-02,QURU,130,149,132,132
2012,QURU-02,QURU,130,145,135,136
2013,QURU-02,QURU,128,153,128,129
2014,QURU-02,QURU,135,154,NA,NA
2015,QURU-02,QURU,129,152,NA,NA
2016,QURU-02,QURU,137,156,NA,NA
2017,QURU-02,QURU,134,157,NA,NA
2018,QURU-02,QURU,130,154,NA,NA
2019,QURU-02,QURU,134,157,NA,NA
2020,QURU-02,QURU,143,159,NA,NA
2021,QURU-02,QURU,136,155,NA,NA
1990,QURU-03,QURU,129,154,NA,NA
1991,QURU-03,QURU,127,139,NA,NA
1992,QURU-03,QURU,134,168,NA,NA
1993,QURU-03,QURU,123,151,NA,NA
1994,QURU-03,QURU,128,150,145,145
1995,QURU-03,QURU,132,150,144,149
1996,QURU-03,QURU,132,148,136,NA
1997,QURU-03,QURU,135,158,NA,NA
1998,QURU-03,QURU,121,140,NA,NA
1999,QURU-03,QURU,125,143,129,136
2000,QURU-03,QURU,128,157,128,131
2001,QURU-03,QURU,120,136,124,125
2002,QURU-03,QURU,111,150,117,124
2003,QURU-03,QURU,134,154,132,137
2004,QURU-03,QURU,124,144,128,128
2005,QURU-03,QURU,122,156,132,125
2006,QURU-03,QURU,126,150,126,128
2007,QURU-03,QURU,129,148,130,130
2008,QURU-03,QURU,118,147,120,124
2009,QURU-03,QURU,120,145,119,119
2010,QURU-03,QURU,111,135,106,113
2011,QURU-03,QURU,127,150,124,128
2012,QURU-03,QURU,113,141,112,115
2013,QURU-03,QURU,124,147,120,124
2014,QURU-03,QURU,130,147,130,132
2015,QURU-03,QURU,127,143,129,129
2016,QURU-03,QURU,133,150,128,133
2017,QURU-03,QURU,123,151,118,124
2018,QURU-03,QURU,126,148,126,128
2019,QURU-03,QURU,129,153,122,131
2020,QURU-03,QURU,137,153,130,137
2021,QURU-03,QURU,126,152,130,134
1990,QURU-04,QURU,129,157,129,131
1991,QURU-04,QURU,124,139,132,132
1992,QURU-04,QURU,134,153,NA,NA
1993,QURU-04,QURU,123,146,130,130
1994,QURU-04,QURU,125,147,141,141
1995,QURU-04,QURU,130,147,139,139
1996,QURU-04,QURU,132,148,132,132
1997,QURU-04,QURU,136,153,138,142
1998,QURU-04,QURU,122,137,122,122
1999,QURU-04,QURU,125,139,125,127
2000,QURU-04,QURU,128,142,128,131
2001,QURU-04,QURU,121,135,124,124
2002,QURU-04,QURU,116,150,117,126
2003,QURU-04,QURU,134,154,127,138
2004,QURU-04,QURU,123,140,123,123
2005,QURU-04,QURU,124,156,114,122
2006,QURU-04,QURU,126,150,126,128
2007,QURU-04,QURU,128,147,126,129
2008,QURU-04,QURU,117,147,116,124
2009,QURU-04,QURU,121,144,119,119
2010,QURU-04,QURU,111,134,112,113
2011,QURU-04,QURU,125,149,120,125
2012,QURU-04,QURU,113,141,112,113
2013,QURU-04,QURU,122,145,120,122
2014,QURU-04,QURU,130,150,130,130
2015,QURU-04,QURU,126,144,126,128
2016,QURU-04,QURU,131,150,128,133
2017,QURU-04,QURU,123,150,118,125
2018,QURU-04,QURU,126,149,126,129
2019,QURU-04,QURU,125,151,122,125
2020,QURU-04,QURU,137,152,130,136
2021,QURU-04,QURU,124,144,120,133
1990,QUVE-01,QUVE,135,158,NA,NA
1991,QUVE-01,QUVE,121,139,119,125
1992,QUVE-01,QUVE,138,157,148,NA
1993,QUVE-01,QUVE,128,151,NA,NA
1994,QUVE-01,QUVE,136,156,145,145
1995,QUVE-01,QUVE,139,155,149,149
1996,QUVE-01,QUVE,138,154,136,140
1997,QUVE-01,QUVE,143,158,138,147
1998,QUVE-01,QUVE,122,141,122,126
1999,QUVE-01,QUVE,129,150,125,135
2000,QUVE-01,QUVE,130,156,130,134
2001,QUVE-01,QUVE,124,144,124,139
2002,QUVE-01,QUVE,126,NA,117,127
2003,QUVE-01,QUVE,137,NA,127,137
2004,QUVE-01,QUVE,131,NA,NA,NA
2005,QUVE-01,QUVE,132,NA,NA,NA
2006,QUVE-01,QUVE,129,NA,NA,NA
2007,QUVE-01,QUVE,131,NA,NA,NA
2008,QUVE-01,QUVE,129,NA,NA,NA
2009,QUVE-01,QUVE,126,NA,NA,NA
2010,QUVE-01,QUVE,118,NA,NA,NA
2011,QUVE-01,QUVE,132,NA,NA,NA
2012,QUVE-01,QUVE,120,NA,NA,NA
2013,QUVE-01,QUVE,127,NA,NA,NA
2014,QUVE-01,QUVE,137,NA,NA,NA
2015,QUVE-01,QUVE,129,NA,NA,NA
2016,QUVE-01,QUVE,133,NA,NA,NA
2017,QUVE-01,QUVE,124,NA,NA,NA
2018,QUVE-01,QUVE,131,NA,NA,NA
2019,QUVE-01,QUVE,136,NA,NA,NA
2020,QUVE-01,QUVE,138,NA,NA,NA
2021,QUVE-01,QUVE,129,NA,NA,NA
1990,QUVE-02,QUVE,134,158,NA,NA
1991,QUVE-02,QUVE,139,150,NA,NA
1992,QUVE-02,QUVE,145,NA,NA,NA
1993,QUVE-02,QUVE,128,151,NA,NA
1994,QUVE-02,QUVE,136,156,NA,NA
1995,QUVE-02,QUVE,132,153,NA,NA
1996,QUVE-02,QUVE,138,156,NA,NA
1997,QUVE-02,QUVE,138,164,NA,NA
1998,QUVE-02,QUVE,122,144,NA,NA
1999,QUVE-02,QUVE,130,150,NA,NA
2000,QUVE-02,QUVE,130,156,NA,NA
2001,QUVE-02,QUVE,125,164,NA,NA
2002,QUVE-02,QUVE,128,NA,NA,NA
2003,QUVE-02,QUVE,138,NA,NA,NA
2004,QUVE-02,QUVE,130,NA,NA,NA
2005,QUVE-02,QUVE,152,NA,NA,NA
2006,QUVE-02,QUVE,131,NA,NA,NA
2007,QUVE-02,QUVE,130,NA,NA,NA
2008,QUVE-02,QUVE,130,NA,NA,NA
2009,QUVE-02,QUVE,124,NA,NA,NA
2010,QUVE-02,QUVE,122,NA,NA,NA
2011,QUVE-02,QUVE,132,NA,NA,NA
2012,QUVE-02,QUVE,126,NA,NA,NA
2013,QUVE-02,QUVE,128,NA,NA,NA
2014,QUVE-02,QUVE,134,NA,NA,NA
2015,QUVE-02,QUVE,131,NA,NA,NA
2016,QUVE-02,QUVE,142,NA,NA,NA
2017,QUVE-02,QUVE,136,NA,NA,NA
1990,QUVE-03,QUVE,134,158,NA,NA
1991,QUVE-03,QUVE,126,142,132,132
1992,QUVE-03,QUVE,140,184,NA,NA
1993,QUVE-03,QUVE,128,151,NA,NA
1994,QUVE-03,QUVE,135,157,156,156
1995,QUVE-03,QUVE,136,151,149,152
1996,QUVE-03,QUVE,141,152,NA,NA
1997,QUVE-03,QUVE,143,158,150,NA
1998,QUVE-03,QUVE,124,141,126,131
1999,QUVE-03,QUVE,132,151,132,138
2000,QUVE-03,QUVE,131,156,130,145
2001,QUVE-03,QUVE,124,147,NA,NA
2002,QUVE-03,QUVE,129,NA,NA,NA
2003,QUVE-03,QUVE,142,NA,138,NA
2004,QUVE-03,QUVE,132,NA,NA,NA
2005,QUVE-03,QUVE,132,NA,NA,NA
2006,QUVE-03,QUVE,130,NA,NA,NA
2007,QUVE-03,QUVE,130,NA,NA,NA
2008,QUVE-03,QUVE,130,NA,NA,NA
2009,QUVE-03,QUVE,125,NA,NA,NA
2010,QUVE-03,QUVE,116,NA,NA,NA
2011,QUVE-03,QUVE,131,NA,NA,NA
2012,QUVE-03,QUVE,122,NA,NA,NA
2013,QUVE-03,QUVE,127,NA,NA,NA
2014,QUVE-03,QUVE,136,NA,NA,NA
2015,QUVE-03,QUVE,129,NA,NA,NA
2016,QUVE-03,QUVE,134,NA,NA,NA
2017,QUVE-03,QUVE,125,NA,NA,NA
2018,QUVE-03,QUVE,130,NA,NA,NA
2019,QUVE-03,QUVE,133,NA,NA,NA
2020,QUVE-03,QUVE,140,NA,NA,NA
2021,QUVE-03,QUVE,129,NA,NA,NA
1990,QUVE-04,QUVE,136,158,NA,NA
1991,QUVE-04,QUVE,130,142,NA,NA
1992,QUVE-04,QUVE,140,158,NA,NA
1993,QUVE-04,QUVE,128,151,NA,NA
1994,QUVE-04,QUVE,135,157,NA,NA
1995,QUVE-04,QUVE,136,155,NA,NA
1996,QUVE-04,QUVE,140,156,NA,NA
1997,QUVE-04,QUVE,142,159,NA,NA
1998,QUVE-04,QUVE,124,144,NA,NA
1999,QUVE-04,QUVE,131,149,NA,NA
2000,QUVE-04,QUVE,131,157,NA,NA
2001,QUVE-04,QUVE,124,148,NA,NA
2002,QUVE-04,QUVE,129,NA,NA,NA
2003,QUVE-04,QUVE,140,NA,NA,NA
2004,QUVE-04,QUVE,133,NA,NA,NA
2005,QUVE-04,QUVE,133,NA,NA,NA
2006,QUVE-04,QUVE,126,NA,NA,NA
2007,QUVE-04,QUVE,130,NA,NA,NA
2008,QUVE-04,QUVE,131,NA,NA,NA
2009,QUVE-04,QUVE,126,NA,NA,NA
2010,QUVE-04,QUVE,121,NA,NA,NA
2011,QUVE-04,QUVE,133,NA,NA,NA
2012,QUVE-04,QUVE,129,NA,NA,NA
2013,QUVE-04,QUVE,129,NA,NA,NA
2014,QUVE-04,QUVE,136,NA,NA,NA
2015,QUVE-04,QUVE,131,NA,NA,NA
2016,QUVE-04,QUVE,135,NA,NA,NA
2017,QUVE-04,QUVE,128,NA,NA,NA
2018,QUVE-04,QUVE,130,NA,NA,NA
2019,QUVE-04,QUVE,136,NA,NA,NA
2020,QUVE-04,QUVE,140,NA,NA,NA
2021,QUVE-04,QUVE,131,NA,NA,NA
2017,QUVE-05,QUVE,NA,NA,NA,NA
2018,QUVE-05,QUVE,134,NA,NA,NA
2019,QUVE-06,QUVE,135,NA,NA,NA
2020,QUVE-06,QUVE,141,NA,NA,NA
2021,QUVE-06,QUVE,130,NA,NA,NA
1990,RHSP-01,RHSP,131,159,141,154
1991,RHSP-01,RHSP,127,150,135,140
1992,RHSP-01,RHSP,138,153,152,153
1993,RHSP-01,RHSP,123,146,142,144
1994,RHSP-01,RHSP,133,149,145,145
1995,RHSP-01,RHSP,131,150,144,151
1996,RHSP-01,RHSP,120,148,152,152
1997,RHSP-01,RHSP,136,158,157,157
1998,RHSP-01,RHSP,122,138,122,129
1999,RHSP-01,RHSP,128,148,144,145
2000,RHSP-01,RHSP,128,147,140,145
2001,RHSP-01,RHSP,126,141,143,145
1990,RHSP-02,RHSP,136,155,NA,NA
1991,RHSP-02,RHSP,129,147,135,135
1992,RHSP-02,RHSP,141,195,152,154
1993,RHSP-02,RHSP,128,146,142,145
1994,RHSP-02,RHSP,135,150,149,151
1995,RHSP-02,RHSP,139,150,144,144
1996,RHSP-02,RHSP,126,152,140,143
1997,RHSP-02,RHSP,141,157,157,163
1998,RHSP-02,RHSP,126,141,131,133
1999,RHSP-02,RHSP,132,145,132,145
2000,RHSP-02,RHSP,131,151,145,149
2001,RHSP-02,RHSP,134,148,148,148
1990,RHSP-03,RHSP,138,159,141,158
1991,RHSP-03,RHSP,135,150,138,142
1992,RHSP-03,RHSP,149,184,165,165
1993,RHSP-03,RHSP,134,151,142,147
1994,RHSP-03,RHSP,137,152,145,155
1995,RHSP-03,RHSP,139,150,149,154
1996,RHSP-03,RHSP,132,152,152,155
1997,RHSP-03,RHSP,142,158,NA,NA
1998,RHSP-03,RHSP,127,140,131,134
1999,RHSP-03,RHSP,134,147,132,149
2000,RHSP-03,RHSP,135,156,149,155
2001,RHSP-03,RHSP,132,148,NA,NA
1990,SAPU-01,SAPU,118,146,129,131
1991,SAPU-01,SAPU,97,133,110,125
1992,SAPU-01,SAPU,113,175,134,138
1993,SAPU-01,SAPU,109,161,102,129
1994,SAPU-01,SAPU,104,150,134,135
1995,SAPU-01,SAPU,114,151,130,138
1996,SAPU-01,SAPU,98,150,132,136
1997,SAPU-01,SAPU,103,152,134,142
1998,SAPU-01,SAPU,106,139,122,122
1999,SAPU-01,SAPU,100,144,104,130
2000,SAPU-01,SAPU,93,143,124,128
2001,SAPU-01,SAPU,113,139,124,125
2002,SAPU-01,SAPU,106,NA,NA,NA
2003,SAPU-01,SAPU,112,NA,127,132
1990,SAPU-02,SAPU,118,142,126,126
1991,SAPU-02,SAPU,93,133,94,119
1992,SAPU-02,SAPU,108,149,124,131
1993,SAPU-02,SAPU,109,138,120,130
1994,SAPU-02,SAPU,109,143,121,126
1995,SAPU-02,SAPU,114,147,90,130
1996,SAPU-02,SAPU,96,149,125,131
1997,SAPU-02,SAPU,96,151,127,138
1998,SAPU-02,SAPU,106,137,116,121
1999,SAPU-02,SAPU,97,139,104,127
2000,SAPU-02,SAPU,91,145,124,127
2001,SAPU-02,SAPU,111,141,124,124
2002,SAPU-02,SAPU,106,NA,112,116
2003,SAPU-02,SAPU,111,NA,127,129
1991,SAPU-03,SAPU,151,151,NA,NA
1992,SAPU-03,SAPU,108,194,138,138
1993,SAPU-03,SAPU,109,151,102,123
1994,SAPU-03,SAPU,103,147,121,129
1995,SAPU-03,SAPU,114,151,104,130
1996,SAPU-03,SAPU,97,151,125,135
1997,SAPU-03,SAPU,102,152,130,141
1998,SAPU-03,SAPU,106,139,122,120
1999,SAPU-03,SAPU,98,144,120,129
2000,SAPU-03,SAPU,98,147,NA,NA
2001,SAPU-03,SAPU,115,141,128,128
