datasetID,study,Entered By,genus,species,varetc,population,population detail,provenance lat,provenance long,population altitude m,continent,year,material,fieldchill,fieldsample date,chilltemp,chillphotoperiod,chilldays,forcetemp,forcetemp_night,photoperiod_day,photoperiod_night,respvar,response,response time,n,error type,resp_error,figure/table (if applicable),growing lat,growing long,field chill units,cu model,other treatment,irradiance,irradiance units,humidity,number.longdays,dormancy_induction_temp,dormancy_induction_days,dormancy_induction_photoperiod_day,dormancy_induction_photoperiod_night,freeze treatment time,freeze treatment photoperiod_day,freeze treatment photoperiod_night,freeze treatment temp_day,freeze treatment temp_night,response (pre-treatment),response (post-treatment
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,1.417,44.036,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,1.46,47.069,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,1.499,50.051,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,1.502,53.085,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,1.502,58.072,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,1.499,61.105,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.003,3.985,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.003,7.995,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.003,10.977,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.003,18.021,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.086,24.036,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.257,36.015,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.254,39.049,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.297,41.054,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.343,44.036,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.346,47.069,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.346,50.051,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.343,53.085,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.343,58.072,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Dec-12,ambient,,45,20,20,16,8,budstage,0.346,61.105,6,,,2B,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,-0.004,2.008,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,-0.008,3.975,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,-0.004,6.987,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,-0.004,10.042,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0.291,13.013,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0.921,16.025,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,1.17,21.004,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,1.756,23.975,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,1.799,28.996,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,1.799,31.046,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,1.795,34.059,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,1.791,36.025,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,1.795,41.046,6,,,2C,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.008,2.008,6,,,2C,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.004,4.017,6,,,2C,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.004,6.987,6,,,2C,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.008,10,6,,,2C,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.004,12.971,6,,,2C,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,0,16.025,6,,,2C,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.004,21.004,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,0,24.017,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,0,28.996,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.004,31.046,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.004,34.017,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.004,35.983,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.004,41.046,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.008,1.967,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.004,3.975,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.004,7.029,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,-0.004,10,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,0.12,13.013,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,0.917,15.983,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,1.582,21.046,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,1.997,24.017,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,2.001,28.996,6,,,2C
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,2.04,31.046,6,,,2C,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,2.044,34.017,6,,,2C,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,2.044,36.067,6,,,2C,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Jan-13,ambient,,75,20,20,16,8,budstage,2.04,41.046,6,,,2C,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,-0.008,2.008,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,-0.004,4.017,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0,6.987,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0,10,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0.124,12.971,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0.416,15.983,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0.544,21.004,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0.75,23.975,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0.746,28.996,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0.746,31.004,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0.746,34.017,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0.75,35.983,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Jan-13,elevated,,75,20,20,16,8,budstage,0.746,41.004,6,,,2C,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.004,3.027,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.004,5.008,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.634,8.007,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.906,10.043,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,1.571,15.051,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,1.791,19.041,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,2.25,22.04,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,2.345,24.049,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,2.352,26.057,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,2.355,29.057,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,2.355,32.056,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.004,3.027,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0,5.008,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0,7.98,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.175,10.016,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.506,15.024,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.67,19.041,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.67,22.013,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.712,24.021,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.755,26.03,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.794,29.029,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,elevated,15-Feb-13,elevated,,105,20,20,16,8,budstage,0.798,32.028,6,,,2D,,,,,warming
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,0,2.999,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,0.004,5.008,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,0.62,8.007,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,1.28,10.016,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,1.853,15.024,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,2.02,19.041,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,2.358,22.04,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,2.725,24.021,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,2.735,26.03,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,2.732,29.057,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,2.735,32.083,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,0,3.027,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,0.004,5.008,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,0.293,8.007,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,0.794,10.016,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,1.253,15.024,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,1.296,19.041,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,1.335,22.013,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,1.755,24.021,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,1.837,26.03,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,1.837,29.029,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Narve Viking,Norway,,64,11.5,,europe,2013,potted sapling,yes,15-Feb-13,ambient,,105,20,20,16,8,budstage,1.84,32.028,6,,,2D,,,,,
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,0,98.036,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,0.459,104.041,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,0.734,106.03,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,1.023,109.015,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,1.418,112.036,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,1.855,115.056,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,1.915,120.066,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,1.979,123.015,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,2.584,128.061,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,2.877,130.051,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,2.996,134.066,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,elevated,,elevated,,158,ambient,ambient,ambient,ambient,budstage,3,137.086,12,,,6A,,,,,"warming, lateral buds"
pagter15,exp1,JAS,Ribes,nigrum,Titania,Sweden,,59.35,18.067,,europe,2013,potted sapling,yes,,ambient,,158,ambient,ambient,ambient,ambient,budstage,0,98.036,12,,,6A,,,,,lateral buds
