datasetID,study,genus,species,varetc,population,population detail,population latlong,population altitude m,material,forcetemp,dormancy_induction_temp,dormancy_induction_days,,photoperiod_day,photoperiod_night,fieldchill,chilltemp,chillphotoperiod,chilldays,number.longdays,irradiance,irradiance units,humidity,respvar,response (pre-treatment),response (post-treatment,response,response time,n,error type,resp_error,figure/table (if applicable)
falusi90,exp1,Fagus,sylvatica,first-year shoot,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,50,94,,,,Table 2
falusi90,exp1,Fagus,sylvatica,first-year shoot,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,50,108,,,,Table 2
falusi90,exp1,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,0,21,,,,Table 2
falusi90,exp1,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,28.1,30,,,,Table 2
falusi90,exp1,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,88.1,38,,,,Table 2
falusi90,exp1,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,96.9,51,,,,Table 2
falusi90,exp1,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,96.9,65,,,,Table 2
falusi90,exp1,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,96.9,78,,,,Table 2
falusi90,exp1,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,96.9,94,,,,Table 2
falusi90,exp1,Fagus,sylvatica,second-year shoot,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,96.9,108,,,,Table 2
falusi90,exp1,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,0,21,,,,Table 2
falusi90,exp1,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,25,30,,,,Table 2
falusi90,exp1,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,87.5,38,,,,Table 2
falusi90,exp1,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,100,51,,,,Table 2
falusi90,exp1,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,100,65,,,,Table 2
falusi90,exp1,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,100,78,,,,Table 2
falusi90,exp1,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,100,94,,,,Table 2
falusi90,exp1,Fagus,sylvatica,leader apical bud,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,100,108,,,,Table 2
falusi90,exp1,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,0,21,,,,Table 2
falusi90,exp1,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,19.9,30,,,,Table 2
falusi90,exp1,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,65,38,,,,Table 2
falusi90,exp1,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,71.1,51,,,,Table 2
falusi90,exp1,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,71.1,65,,,,Table 2
falusi90,exp1,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,71.1,78,,,,Table 2
falusi90,exp1,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,71.1,94,,,,Table 2
falusi90,exp1,Fagus,sylvatica,mean,"Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",percentbudsburst,,,71.1,108,,,,Table 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,0,0,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,0,10,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,5.95,20,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,25.93,35,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,55.26,40,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,69.29,50,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,70.99,60,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,75.66,70,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,79.92,80,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,88.42,90,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,101.59,100,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,108.82,110,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,116.9,120,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,122,130,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,123.7,140,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,128.37,150,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,137.3,160,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,148.35,170,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,204.04,180,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,216.37,190,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,231.67,200,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,238.9,210,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,240.6,220,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,242.72,230,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,0,0,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,0,10,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,-0.43,20,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,9.35,35,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,68.01,40,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,113.07,50,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,145.8,60,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,165.36,70,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,177.26,80,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,183.21,90,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,185.34,100,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,188.74,110,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,190.44,120,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,190.86,130,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,190.86,140,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,190.86,150,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,190.86,160,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,191.29,170,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,191.71,180,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,191.29,190,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,191.71,200,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,192.14,210,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,192.99,220,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,9,15,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,192.99,230,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,0,0,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,0.43,10,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,1.7,20,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,9.35,35,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,31.88,40,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,59.51,50,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,69.29,60,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,87.57,70,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,113.92,80,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,145.8,90,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,180.66,100,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,206.59,110,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,220.62,120,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,232.52,130,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,246.12,140,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,253.35,150,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,263.55,160,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,276.3,170,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,281.4,180,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,283.1,190,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,284.38,200,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,284.8,210,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,285.65,220,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,unchilled,>16,,,,32,Wm_2,"70-75, 80-85",shootelongation,,,286.93,230,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,0,0,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,0,10,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,3.83,20,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,19.13,35,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,171.73,40,,,,fig 2
falusi90,exp1,Fagus,sylvatica,"apical, lateral buds","Trentino region, Madonna del Lares",,"46î02Í N, 10î45' E",750,seedlings,"24, 13",,,,13,11,chilled,<16,,winter,,32,Wm_2,"70-75, 80-85",shootelongation,,,300.96,50,,,,fig 2
